63.832317 	 9.617267
70.165118 	 96.187007
69.219127 	 -177.858111
28.437961 	 69.126108
69.019617 	 30.144157
62.903391 	 110.571198
63.577945 	 -70.923271
69.780787 	 85.255333
69.336530 	 160.809936
65.528157 	 169.758607
66.720902 	 -73.122396
70.181927 	 -10.637710
53.357961 	 79.144360
64.327407 	 61.416167
69.468512 	 124.966490
58.723077 	 38.160836
73.602466 	 172.972120
70.637179 	 -162.495606
67.013267 	 -143.715573
69.365944 	 3.236501
69.434957 	 -104.696365
66.117233 	 -59.417564
64.822742 	 -161.873261
68.762415 	 -142.286464
71.282690 	 -153.956503
73.758593 	 -174.455274
71.744267 	 120.056351
66.820819 	 -27.159333
65.062332 	 69.609260
61.185403 	 -101.613670
64.229877 	 151.816097
65.382401 	 -6.658042
64.187472 	 -67.230803
67.652311 	 -142.969561
47.658104 	 167.740898
68.269044 	 -168.685262
56.556853 	 11.354978
67.921037 	 -147.053170
68.531794 	 179.563142
64.623431 	 -7.325007
64.702868 	 63.641692
67.753189 	 -120.349936
70.783067 	 -77.859556
65.772011 	 -81.240855
69.957345 	 -61.690812
71.749618 	 -118.992840
65.036043 	 -36.603713
71.243411 	 -134.946153
71.022763 	 -58.555339
66.087512 	 -26.489708
72.902154 	 128.284599
59.273801 	 17.399462
73.675634 	 1.044526
70.840065 	 95.636354
76.718545 	 -92.372165
73.709490 	 41.969146
73.854205 	 45.183235
58.379627 	 163.062760
74.606202 	 -149.093232
70.994928 	 -40.246711
75.907628 	 115.153403
76.057617 	 -91.752228
63.475746 	 -32.255775
76.059807 	 164.397954
70.998652 	 -174.722479
70.956966 	 138.445454
73.143232 	 -73.309736
71.956186 	 -140.172592
69.389062 	 -58.907651
71.351075 	 66.881685
67.802816 	 -80.470126
75.446693 	 -84.247355
71.267071 	 -109.207520
63.634999 	 -45.583968
74.808497 	 -45.354526
72.984177 	 -31.175789
72.714934 	 -128.579979
67.918041 	 -99.904846
68.558604 	 -36.347082
73.031158 	 17.725485
57.764803 	 18.691504
71.392013 	 76.329464
73.207146 	 91.119789
68.621817 	 -19.891358
72.863989 	 -28.725879
80.086019 	 24.689870
75.097021 	 124.836902
75.485946 	 30.310584
68.852961 	 124.163389
71.323527 	 -118.414304
64.160973 	 -31.703537
74.251516 	 -72.524921
81.704072 	 89.313398
82.217740 	 -173.374921
77.647610 	 118.962814
71.736607 	 157.152770
73.471852 	 -79.440468
68.521357 	 -131.343253
69.968884 	 70.635428
82.605695 	 126.814930
80.593031 	 -117.507345
77.769952 	 -171.148963
73.337088 	 -140.350705
69.413405 	 165.114141
71.903611 	 -31.953778
69.012180 	 13.403140
80.727063 	 -179.103943
73.187006 	 -81.469819
68.122228 	 -82.059076
70.117190 	 -69.630349
80.035337 	 -82.510376
73.014461 	 -85.807112
75.209647 	 173.822016
82.139355 	 -109.416666
71.640162 	 -116.706260
72.167456 	 -111.190042
78.412914 	 -128.492037
71.335478 	 -21.130148
71.265089 	 26.586419
70.716945 	 -171.564915
81.772680 	 -44.889821
72.072028 	 -49.686244
72.142565 	 -69.043708
82.471117 	 -26.951426
78.039621 	 -80.730479
73.870909 	 -139.552201
80.007808 	 -137.709666
81.049656 	 22.684101
72.092165 	 10.440037
66.299410 	 -79.224206
79.575789 	 54.579964
65.875452 	 50.231865
63.587868 	 -140.584054
81.147194 	 -44.030463
75.789539 	 76.140274
68.394291 	 59.924048
73.935610 	 -5.890777
74.521235 	 -153.298268
71.409918 	 -115.783956
81.343645 	 -137.554273
81.825212 	 38.417149
75.076686 	 -173.735099
77.902087 	 141.282472
81.805030 	 63.575291
83.013485 	 -58.716025
79.692807 	 -59.172015
85.322891 	 -51.807123
81.312823 	 146.859508
81.834422 	 -87.046053
86.118681 	 -99.652742
86.828179 	 -147.389833
82.175532 	 -100.198301
83.473353 	 -114.920062
82.911711 	 51.877544
85.432889 	 -139.726059
80.724892 	 -169.285848
87.633393 	 23.955598
91.328840 	 -55.324722
88.170060 	 -36.213349
88.719841 	 -44.576372
82.814327 	 -165.464108
92.893288 	 -49.762939
96.114855 	 -49.962920
93.545488 	 -152.786108
91.152710 	 -40.625971
88.649747 	 81.891647
94.967331 	 45.481188
100.507463 	 172.720175
85.642488 	 72.833886
103.255675 	 3.114949
94.718139 	 -66.969199
98.617346 	 -34.808683
82.556709 	 -61.753000
97.559790 	 41.109841
97.675000 	 -124.509555
98.897268 	 -121.549567
98.131758 	 96.622992
88.367897 	 -77.420189
98.148156 	 37.592154
85.366365 	 14.213219
99.094931 	 109.643750
87.054412 	 84.753424
98.913999 	 -2.146529
97.472702 	 29.576007
95.019332 	 -16.781577
92.159735 	 92.041705
96.573577 	 24.182316
103.160702 	 -166.084433
101.022971 	 -125.967056
102.723081 	 42.698369
98.051673 	 -179.831156
99.954861 	 13.090119
97.936872 	 149.413293
106.550729 	 81.013455
86.237288 	 156.339466
101.989696 	 -84.847168
100.120586 	 42.381448
98.884809 	 -155.341420
99.061189 	 37.141866
100.509025 	 -97.598195
105.617894 	 166.338926
102.584585 	 159.558937
94.082848 	 -0.643263
98.554807 	 96.199448
88.170543 	 -104.536997
100.501574 	 122.026087
98.292142 	 32.361665
98.485773 	 -93.994716
100.476625 	 -90.993006
96.503990 	 28.235906
98.929682 	 -167.291923
97.416388 	 -1.294322
102.450749 	 -118.554865
101.787402 	 173.913184
92.752066 	 -143.604312
97.856201 	 -21.234121
101.167284 	 88.197712
99.966079 	 -101.195095
106.530115 	 100.581870
108.136938 	 11.175793
106.129089 	 -54.692758
104.017533 	 -69.444001
103.470644 	 1.126024
86.171131 	 -111.743432
102.495439 	 20.083853
107.921888 	 -53.293555
103.759882 	 -106.859216
95.322595 	 -63.345424
105.082024 	 18.039018
111.256444 	 103.884914
114.496027 	 -142.574927
118.390358 	 62.001432
114.852249 	 -23.284466
109.402298 	 -71.222472
105.080508 	 -40.270748
111.174696 	 16.557568
114.213578 	 104.075084
116.443819 	 -130.195365
110.119768 	 145.512516
100.451978 	 68.303966
95.440619 	 24.881094
102.369810 	 22.444835
110.174535 	 62.073829
113.741949 	 143.188079
106.775806 	 32.275191
97.524294 	 -62.046299
92.243310 	 -108.672565
75.046376 	 -110.690246
96.190932 	 63.762363
108.555403 	 123.521758
115.296300 	 -126.802452
108.595748 	 -179.779115
103.653481 	 178.618679
103.533190 	 -168.203638
106.057991 	 -161.785843
110.446868 	 -154.975736
118.904954 	 -118.773732
114.569162 	 66.703075
106.757615 	 35.775985
101.520227 	 28.409988
98.277599 	 27.043943
96.250595 	 5.442910
95.933496 	 -3.992107
